"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Row.names.y","X","Chr","Start","End","Strand","Length","chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","len","tssstart","tssend","bodystart","bodyend","controlgenes","controlgenes18","controlgenes19","controlgenes20","controlgenes21","controlgenes21shuffle","V2"
"21076","NR_145819",1149833.13459769,-0.983640847658743,1.83684392759871,-0.535505947391322,0.592300046126451,0.857040988315629,"NR_145819",68444,"chr21;chrUn_GL000220v1;chr22_KI270733v1_random","8433222;105424;122273","8446572;118780;135645","+;+;+",40081,"chr21",8433221,8446572,"NR_145819",0,"+",8446572,8446572,0,1,"13351,","0,",13351,8432721,8433721,8434221,8446072,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA45SN1"
"21077","NR_145819",1149833.13459769,-0.983640847658743,1.83684392759871,-0.535505947391322,0.592300046126451,0.857040988315629,"NR_145819",68444,"chr21;chrUn_GL000220v1;chr22_KI270733v1_random","8433222;105424;122273","8446572;118780;135645","+;+;+",40081,"chr21",8433221,8446572,"NR_145819",0,"+",8446572,8446572,0,1,"13351,","0,",13351,8432721,8433721,8434221,8446072,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA45SN1"
"21078","NR_145819",1149833.13459769,-0.983640847658743,1.83684392759871,-0.535505947391322,0.592300046126451,0.857040988315629,"NR_145819",68444,"chr21;chrUn_GL000220v1;chr22_KI270733v1_random","8433222;105424;122273","8446572;118780;135645","+;+;+",40081,"chr21",8433221,8446572,"NR_145819",0,"+",8446572,8446572,0,1,"13351,","0,",13351,8432721,8433721,8434221,8446072,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA45SN1"
"21079","NR_145822",967040.774165993,-0.823180789049331,2.09477285532055,-0.392968997549553,0.694342379544571,0.896797886939909,"NR_145822",68445,"chr21;chrUn_GL000220v1;chr22_KI270733v1_random","8441146;113348;130204","8446211;118417;135280","+;+;+",15213,"chr21",8441145,8446211,"NR_145822",0,"+",8446211,8446211,0,1,"5066,","0,",5066,8440645,8441645,8442145,8445711,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA28SN1"
"21080","NR_145822",967040.774165993,-0.823180789049331,2.09477285532055,-0.392968997549553,0.694342379544571,0.896797886939909,"NR_145822",68445,"chr21;chrUn_GL000220v1;chr22_KI270733v1_random","8441146;113348;130204","8446211;118417;135280","+;+;+",15213,"chr21",8441145,8446211,"NR_145822",0,"+",8446211,8446211,0,1,"5066,","0,",5066,8440645,8441645,8442145,8445711,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA28SN1"
"21081","NR_145822",967040.774165993,-0.823180789049331,2.09477285532055,-0.392968997549553,0.694342379544571,0.896797886939909,"NR_145822",68445,"chr21;chrUn_GL000220v1;chr22_KI270733v1_random","8441146;113348;130204","8446211;118417;135280","+;+;+",15213,"chr21",8441145,8446211,"NR_145822",0,"+",8446211,8446211,0,1,"5066,","0,",5066,8440645,8441645,8442145,8445711,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA28SN1"
"21134","NR_146144",1149833.13459769,-0.983640847658743,1.83684392759871,-0.535505947391322,0.592300046126451,0.857040988315629,"NR_146144",68428,"chr21;chr22_KI270733v1_random","8205988;122273","8219302;135645","+;+",26688,"chr21",8205987,8219302,"NR_146144",0,"+",8219302,8219302,0,1,"13315,","0,",13315,8205487,8206487,8206987,8218802,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA45SN2"
"21135","NR_146144",1149833.13459769,-0.983640847658743,1.83684392759871,-0.535505947391322,0.592300046126451,0.857040988315629,"NR_146144",68428,"chr21;chr22_KI270733v1_random","8205988;122273","8219302;135645","+;+",26688,"chr21",8205987,8219302,"NR_146144",0,"+",8219302,8219302,0,1,"13315,","0,",13315,8205487,8206487,8206987,8218802,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA45SN2"
"21137","NR_146148",967040.774165993,-0.823180789049331,2.09477285532055,-0.392968997549553,0.694342379544571,0.896797886939909,"NR_146148",68439,"chr21;chr21;chr22_KI270733v1_random","8213888;8441146;130204","8218941;8446211;135280","+;+;+",15197,"chr21",8213887,8218941,"NR_146148",0,"+",8218941,8218941,0,1,"5054,","0,",5054,8213387,8214387,8214887,8218441,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"RNA28SN2"
"21138","NR_146148",967040.774165993,-0.823180789049331,2.09477285532055,-0.392968997549553,0.694342379544571,0.896797886939909,"NR_146148",68439,"chr21;chr21;chr22_KI270733v1_random","8213888;8441146;130204","8218941;8446211;135280","+;+;+",15197,"chr21",8213887,8218941,"NR_146148",0,"+",8218941,8218941,0,1,"5054,","0,",5054,8213387,8214387,8214887,8218441,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"RNA28SN2"
"21139","NR_146148",967040.774165993,-0.823180789049331,2.09477285532055,-0.392968997549553,0.694342379544571,0.896797886939909,"NR_146148",68439,"chr21;chr21;chr22_KI270733v1_random","8213888;8441146;130204","8218941;8446211;135280","+;+;+",15197,"chr21",8213887,8218941,"NR_146148",0,"+",8218941,8218941,0,1,"5054,","0,",5054,8213387,8214387,8214887,8218441,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"RNA28SN2"
"21140","NR_146151",367452.337303398,-1.23225507104219,1.52834903219382,-0.806265483266857,0.420089788264409,0.760069673142605,"NR_146151",68442,"chr21","8389035","8402343","+",13309,"chr21",8389034,8402343,"NR_146151",0,"+",8402343,8402343,0,1,"13309,","0,",13309,8388534,8389534,8390034,8401843,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"RNA45SN3"
"21149","NR_146179",776.029842600035,0.761801071975805,0.211809950723617,3.59662550967613,0.000322372072800965,0.00588329032861762,"NR_146179",70080,"chr22;chr22;chr22","39077275;39080933;39081471","39077378;39081227;39083216","+;+;+",2145,"chr22",39077274,39083216,"NR_146179",0,"+",39083216,39083216,0,3,"104,295,1746,","0,3658,4196,",5942,39076774,39077774,39078274,39082716,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"APOBEC3G"
"21173","NR_146295",22.6333776189613,-0.681019573632764,0.610417183042183,-1.11566252155405,0.26456661886876,0.631387898950454,"NR_146295",69575,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","23145477;23150063;23152461;23153033;23155968;23157992;23158898;23159167;23160879;23161500","23145551;23150154;23152526;23153134;23156032;23158043;23158979;23159253;23160998;23165650","+;+;+;+;+;+;+;+;+;+",4892,"chr22",23145476,23165650,"NR_146295",0,"+",23165650,23165650,0,10,"75,92,66,102,65,52,82,87,120,4151,","0,4586,6984,7556,10491,12515,13421,13690,15402,16023,",20174,23144976,23145976,23146476,23165150,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"RAB36"
"21180","NR_146322",127.690217756804,-0.728820014481505,0.299633229214561,-2.43237379376108,0.0150002180629939,0.116031503301039,"NR_146322",68476,"chr21;chr21;chr21;chr21","14816838;14825523;14857542;14918171","14824415;14825624;14857708;14918668","-;-;-;-",8345,"chr21",14816837,14918668,"NR_146322",0,"-",14918668,14918668,0,4,"7578,102,167,498,","0,8685,40704,101333,",101831,14918168,14919168,14817337,14917668,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC02246"
"21194","NR_146412",1086.69153277028,-0.0763561693243277,0.220211852110452,-0.346739599129432,0.728786957858455,0.910931883215113,"NR_146412",70141,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","40370594;40400696;40401593;40402139;40404247;40404557;40405141;40405649;40406078;40406438;40407017;40407201;40407413;40407789;40408071;40408277;40408627;40408774;40408933;40409250;40409465;40409682","40370688;40400813;40401675;40402205;40404455;40404664;40405284;40405844;40406223;40406662;40407071;40407328;40407568;40407843;40408120;40408429;40408697;40408842;40409018;40409372;40409525;40410289","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3006,"chr22",40370593,40410289,"NR_146412",0,"+",40410289,40410289,0,22,"95,118,83,67,209,108,144,196,146,225,55,128,156,55,50,153,71,69,86,123,61,608,","0,30102,30999,31545,33653,33963,34547,35055,35484,35844,36423,36607,36819,37195,37477,37683,38033,38180,38339,38656,38871,39088,",39696,40370093,40371093,40371593,40409789,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SGSM3"
"21261","NR_146594",58.465117877004,0.165410110628885,0.36539536309932,0.452688039678063,0.650773393128812,0.879964068494157,"NR_146594",68556,"chr21;chr21","29496047;29500173","29496238;29500382","+;+",402,"chr21",29496046,29500382,"NR_146594",0,"+",29500382,29500382,0,2,"192,210,","0,4126,",4336,29495546,29496546,29497046,29499882,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"BACH1-IT3"
"21263","NR_146602",1712.79952552511,0.155115714061579,0.144157419441729,1.07601616803552,0.281920025612221,0.649544663464801,"NR_146602",70290,"chr22;chr22;chr22;chr22","45176242;45189917;45190502;45191024","45176382;45190200;45190545;45191612","-;-;-;-",1058,"chr22",45176241,45191612,"NR_146602",0,"-",45191612,45191612,0,4,"141,284,44,589,","0,13675,14260,14782,",15371,45191112,45192112,45176741,45190612,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC105373064"
"21264","NR_146603",129.61293486144,-2.34314617084054,0.308927367948979,-7.58478015851131,3.33051284465011e-14,5.85025396868071e-12,"NR_146603",69835,"chr22;chr22;chr22","30886056;30911298;30921588","30890190;30911431;30921779","-;-;-",4461,"chr22",30886055,30921779,"NR_146603",0,"-",30921779,30921779,0,3,"4135,134,192,","0,25242,35532,",35724,30921279,30922279,30886555,30920779,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC107985544"
"21265","NR_146604",77.2180873002491,-1.70192216950398,0.301228411207329,-5.64993907009849,1.60504717393909e-08,1.06140825467195e-06,"NR_146604",69105,"chr22;chr22;chr22;chr22;chr22;chr22","26860211;26860906;26861982;26877329;26879953;26880774","26860763;26861022;26862105;26877413;26880070;26881785","+;+;+;+;+;+",2009,"chr22",26860210,26881785,"NR_146604",0,"+",26881785,26881785,0,6,"553,117,124,85,118,1012,","0,695,1771,17118,19742,20563,",21575,26859710,26860710,26861210,26881285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC110091768"
"21271","NR_146614",367.811067902279,0.446215914015955,0.180115913120414,2.47738196079123,0.0132350179023482,0.106887982225717,"NR_146614",68715,"chr21;chr21;chr21;chr21;chr21","39380244;39390698;39391769;39393166;39396866","39380486;39391476;39391836;39393280;39397889","+;+;+;+;+",2229,"chr21",39380243,39397889,"NR_146614",0,"+",39397889,39397889,0,5,"243,779,68,115,1024,","0,10454,11525,12922,16622,",17646,39379743,39380743,39381243,39397389,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"GET1"
"21281","NR_146639",400.804165852663,0.52262248798189,0.188460329244696,2.77311670883967,0.00555222042097313,0.0567781036742692,"NR_146639",68610,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","32563505;32567941;32573284;32574096;32574576;32578694;32582200;32603161;32604125;32607649;32609838;32612105","32567098;32568079;32573368;32574124;32576923;32578831;32582415;32603292;32604283;32607716;32610005;32612377","-;-;-;-;-;-;-;-;-;-;-;-",7349,"chr21",32563504,32612377,"NR_146639",0,"-",32612377,32612377,0,12,"3594,139,85,29,2348,138,216,132,159,68,168,273,","0,4436,9779,10591,11071,15189,18695,39656,40620,44144,46333,48600,",48873,32611877,32612877,32564004,32611377,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"C21orf59-TCP10L"
"21282","NR_146644",20.3195729171918,5.12207346805258,1.17215432082612,4.36979446907862,1.24363533108554e-05,0.000384796744735696,"NR_146644",68463,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","13909448;13910496;13911718;13915187;13917555;13925164;13932228;13933667","13909693;13910549;13911763;13915409;13917836;13925293;13932374;13933879","-;-;-;-;-;-;-;-",1341,"chr21",13909447,13933879,"NR_146644",0,"-",13933879,13933879,0,8,"246,54,46,223,282,130,147,213,","0,1048,2270,5739,8107,15716,22780,24219,",24432,13933379,13934379,13909947,13932879,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC110091776"
"21287","NR_146656",0.421586631913352,1.80789159022537,3.56083238161174,0.507716004707604,0.611652522713692,NA,"NR_146656",68413,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","6858450;6859038;6860006;6883130;6884478;13723468;13724056;13725057;13748178;13749526","6858701;6859216;6860100;6883223;6889340;13723719;13724234;13725151;13748271;13754388","+;+;+;+;+;+;+;+;+;+",10966,"chr21",6858449,6889340,"NR_146656",0,"+",6889340,6889340,0,5,"252,179,95,94,4863,","0,588,1556,24680,26028,",30891,6857949,6858949,6859449,6888840,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC110091777"
"21288","NR_146656",0.421586631913352,1.80789159022537,3.56083238161174,0.507716004707604,0.611652522713692,NA,"NR_146656",68413,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","6858450;6859038;6860006;6883130;6884478;13723468;13724056;13725057;13748178;13749526","6858701;6859216;6860100;6883223;6889340;13723719;13724234;13725151;13748271;13754388","+;+;+;+;+;+;+;+;+;+",10966,"chr21",6858449,6889340,"NR_146656",0,"+",6889340,6889340,0,5,"252,179,95,94,4863,","0,588,1556,24680,26028,",30891,6857949,6858949,6859449,6888840,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC110091777"
"21333","NR_146912",114.471167327358,0.710616080479729,0.338709457582088,2.0980107421639,0.0359041964493194,0.211179359874737,"NR_146912",68882,"chr21;chr21","45593654;45596391","45593708;45603056","+;+",6721,"chr21",45593653,45603056,"NR_146912",0,"+",45603056,45603056,0,2,"55,6666,","0,2737,",9403,45593153,45594153,45594653,45602556,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC01694"
"21337","NR_146918",0.589864987128404,-0.613356954160311,2.93988909337952,-0.208632684662003,0.834734993337857,NA,"NR_146918",70266,"chr22;chr22;chr22;chr22","43400331;43402105;43404779;43409086","43400454;43402231;43404882;43409681","+;+;+;+",951,"chr22",43400330,43409681,"NR_146918",0,"+",43409681,43409681,0,4,"124,127,104,596,","0,1774,4448,8755,",9351,43399830,43400830,43401330,43409181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01639"
"21396","NR_147130",1.89650537445576,2.23920239738819,1.78941363187851,1.2513609807686,0.210802806356021,NA,"NR_147130",68698,"chr21;chr21;chr21","38054011;38120307;38121128","38054773;38120408;38121360","-;-;-",1098,"chr21",38054010,38121360,"NR_147130",0,"-",38121360,38121360,0,3,"763,102,233,","0,66296,67117,",67350,38120860,38121860,38054510,38120360,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"DSCR4"
"21435","NR_147197",506.963148839256,-1.2160754420035,0.319950392874362,-3.80082496876642,0.000144215147952989,0.00299126696178506,"NR_147197",69965,"chr22;chr22;chr22_KI270877v1_alt;chr22_KI270877v1_alt","36847372;36870093;68159;94044","36848017;36870443;68803;94394","-;-;-;-",1993,"chr22",36847371,36870443,"NR_147197",0,"-",36870443,36870443,0,2,"646,351,","0,22721,",23072,36869943,36870943,36847871,36869443,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"NCF4-AS1"
"21436","NR_147197",506.963148839256,-1.2160754420035,0.319950392874362,-3.80082496876642,0.000144215147952989,0.00299126696178506,"NR_147197",69965,"chr22;chr22;chr22_KI270877v1_alt;chr22_KI270877v1_alt","36847372;36870093;68159;94044","36848017;36870443;68803;94394","-;-;-;-",1993,"chr22",36847371,36870443,"NR_147197",0,"-",36870443,36870443,0,2,"646,351,","0,22721,",23072,36869943,36870943,36847871,36869443,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"NCF4-AS1"
"21457","NR_147506",1.50692845352708,0.780030447901831,1.79311455920608,0.435014285003183,0.663552058617283,NA,"NR_147506",70285,"chr22;chr22;chr22","45000565;45001867;45002865","45001286;45002022;45003619","-;-;-",1633,"chr22",45000564,45003619,"NR_147506",0,"-",45003619,45003619,0,3,"722,156,755,","0,1302,2300,",3055,45003119,45004119,45001064,45002619,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC101927551"
"21463","NR_147620",31.6326066561011,-0.213119637435365,0.368444432451216,-0.578430880384067,0.562973250342762,0.843784367658874,"NR_147620",69543,"chr22;chr22","21938237;21941102","21939613;21943433","+;+",3709,"chr22",21938236,21943433,"NR_147620",0,"+",21943433,21943433,0,2,"1377,2332,","0,2865,",5197,21937736,21938736,21939236,21942933,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC100286925"
"21481","NR_147887",0.630924795293409,-0.824908784100242,2.62613481546883,-0.314115170036681,0.753433568214074,NA,"NR_147887",68675,"chr21;chr21","36104881;36107598","36105123;36109690","+;+",2336,"chr21",36104880,36109690,"NR_147887",0,"+",36109690,36109690,0,2,"243,2093,","0,2717,",4810,36104380,36105380,36105880,36109190,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC105369306"
"21500","NR_148046",13.7173028699536,-0.842939739652621,0.550323971504126,-1.53171546816092,0.125592663644594,0.442790944394477,"NR_148046",69795,"chr22;chr22;chr22;chr22","30432686;30433617;30434292;30435021","30433244;30433895;30434385;30436501","+;+;+;+",2413,"chr22",30432685,30436501,"NR_148046",0,"+",30436501,30436501,0,4,"559,279,94,1481,","0,931,1606,2335,",3816,30432185,30433185,30433685,30436001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC105372990"
"21504","NR_148200",277.298810594931,0.220667804407229,0.205909075384787,1.07167595209129,0.28386560572444,0.651261442441769,"NR_148200",70164,"chr22;chr22;chr22","41209122;41213630;41217032","41209951;41214703;41217627","-;-;-",2500,"chr22",41209121,41217627,"NR_148200",0,"-",41217627,41217627,0,3,"830,1074,596,","0,4508,7910,",8506,41217127,41218127,41209621,41216627,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC100506544"
"21544","NR_148920",2.62021570388008,0.785968218268364,1.43646291120137,0.5471552465013,0.584272079624488,NA,"NR_148920",68746,"chr21","41175231","41185239","-",10009,"chr21",41175230,41185239,"NR_148920",0,"-",41185239,41185239,0,1,"10009,","0,",10009,41184739,41185739,41175730,41184239,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"PLAC4"
"21563","NR_148973",89.5774945403036,0.0720722477623843,0.277189289833315,0.260010939837265,0.794855334981891,0.935272295818132,"NR_148973",70314,"chr22;chr22","46064651;46070639","46067871;46071021","-;-",3604,"chr22",46064650,46071021,"NR_148973",0,"-",46071021,46071021,0,2,"3221,383,","0,5988,",6371,46070521,46071521,46065150,46070021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LOC642648"
"21616","NR_149072",59.7905509503042,-0.262604202833927,1.09999321556304,-0.238732565909065,0.811312962820037,0.940373064235606,"NR_149072",69178,"chr22;chr22;chr22;chr22","32205115;32207136;32268288;32269357","32205247;32207276;32268579;32273615","+;+;+;+",4825,"chr22",32205114,32273615,"NR_149072",0,"+",32273615,32273615,0,4,"133,141,292,4259,","0,2021,63173,64242,",68501,32204614,32205614,32206114,32273115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SLC5A4-AS1"
"21647","NR_149128",41.7235973142159,-0.0587381175820745,0.596092516526551,-0.0985385925063164,0.921504628669711,0.975308190637285,"NR_149128",69177,"chr22;chr22;chr22;chr22;chr22","31970823;31973387;31981272;31988082;32037111","31970912;31973474;31981405;31988179;32037199","+;+;+;+;+",499,"chr22",31970822,32037199,"NR_149128",0,"+",32037199,32037199,0,5,"90,88,134,98,89,","0,2564,10449,17259,66288,",66377,31970322,31971322,31971822,32036699,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC02558"
"21697","NR_152722",0.114517030967487,-1.43860957799419,4.40512529647439,-0.326576313083664,0.743988361462895,NA,"NR_152722",68380,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","6084364;6085761;6087345;6089196;6091367;43446601;43448767;43450739;43451173;43453121","6085145;6087093;6087527;6089499;6091665;43446899;43449070;43450921;43452505;43453902","-;-;-;-;-;+;+;+;+;+",5802,"chr21",6084363,6091665,"NR_152722",0,"-",6091665,6091665,0,5,"782,1333,183,304,299,","0,1397,2981,4832,7003,",7302,6091165,6092165,6084863,6090665,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC00319"
"21698","NR_152722",0.114517030967487,-1.43860957799419,4.40512529647439,-0.326576313083664,0.743988361462895,NA,"NR_152722",68380,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","6084364;6085761;6087345;6089196;6091367;43446601;43448767;43450739;43451173;43453121","6085145;6087093;6087527;6089499;6091665;43446899;43449070;43450921;43452505;43453902","-;-;-;-;-;+;+;+;+;+",5802,"chr21",6084363,6091665,"NR_152722",0,"-",6091665,6091665,0,5,"782,1333,183,304,299,","0,1397,2981,4832,7003,",7302,6091165,6092165,6084863,6090665,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC00319"
"21711","NR_152826",738.087400532964,-1.80588905604731,0.333890123212157,-5.4086327522178,6.35077046024387e-08,3.65505263723865e-06,"NR_152826",68989,"chr22;chr22;chr22;chr22","17036570;17044873;17047324;17057517","17037344;17045000;17047426;17060070","+;+;+;+",3560,"chr22",17036569,17060070,"NR_152826",0,"+",17060070,17060070,0,4,"775,128,103,2554,","0,8303,10754,20947,",23501,17036069,17037069,17037569,17059570,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CECR7"
"21714","NR_152867",2386.20276992339,0.142644516542383,0.184441597591572,0.773385821880895,0.439294078295988,0.772452142054771,"NR_152867",69837,"chr22;chr22;chr22;chr22","30969211;30972048;30972855;30975170","30969386;30972172;30973587;30979394","+;+;+;+",5259,"chr22",30969210,30979394,"NR_152867",0,"+",30979394,30979394,0,4,"176,125,733,4225,","0,2837,3644,5959,",10184,30968710,30969710,30970210,30978894,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TUG1"
"21723","NR_155204",1.52851896712333,-0.821091235146701,1.84443021731006,-0.445173380614091,0.656194462148772,NA,"NR_155204",68824,"chr21;chr21","44485571;44490394","44486230;44491142","+;+",1409,"chr21",44485570,44491142,"NR_155204",0,"+",44491142,44491142,0,2,"660,749,","0,4823,",5572,44485070,44486070,44486570,44490642,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LINC02575"
